City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Basoko,CD,1.2391,23.616,91.06,40,44,2.66,scattered clouds
346,Luderitz,NA,-26.6481,15.1594,71.01,72,4,10.69,clear sky
347,Agadez,NE,19.75,10.25,68.4,17,39,12.64,scattered clouds
348,San Francisco Menendez,SV,13.8431,-90.0158,75.27,56,36,3.13,scattered clouds
349,Anadyr,RU,64.75,177.4833,7.3,78,0,2.24,clear sky
350,Lata,PT,40.1629,-8.3327,58.71,60,100,5.93,overcast clouds
351,Tripoli,LY,32.8752,13.1875,55.83,58,100,33.31,overcast clouds
352,Riberalta,BO,-10.9833,-66.1,80.8,83,75,9.22,broken clouds
353,Abu Samrah,SY,35.3029,37.1841,54.91,56,0,8.59,clear sky
354,Launceston,AU,-41.45,147.1667,58.6,81,100,1.99,overcast clouds
355,Boca Do Acre,BR,-8.7522,-67.3978,83.66,68,89,5.44,overcast clouds
356,Grafenau,DE,48.8577,13.3974,31.91,85,100,1.99,light snow
357,Narsaq,GL,60.9167,-46.05,12.42,80,4,5.37,clear sky
358,Ilebo,CD,-4.3167,20.5833,87.55,57,100,1.88,overcast clouds
359,Ahipara,NZ,-35.1667,173.1667,66.45,83,100,4.7,overcast clouds
360,Iquitos,PE,-3.7481,-73.2472,84.24,79,75,5.75,broken clouds
361,Kungurtug,RU,50.5994,97.5228,-5.3,99,83,1.45,broken clouds
362,Thinadhoo,MV,0.5333,72.9333,82.33,74,27,7.56,scattered clouds
363,Nyurba,RU,63.2842,118.3319,-31.32,99,73,3.58,broken clouds
364,Paducah,US,37.0834,-88.6001,29.32,71,100,6.91,overcast clouds
365,Rio Gallegos,AR,-51.6226,-69.2181,60.85,21,20,32.21,few clouds
366,Tokur,RU,53.1333,132.9,-26.46,99,59,2.37,broken clouds
367,Canto Do Buriti,BR,-8.11,-42.9444,86.2,60,77,3.56,broken clouds
368,Huarmey,PE,-10.0681,-78.1522,73.08,79,44,5.75,scattered clouds
369,Kruisfontein,ZA,-34.0033,24.7314,76.68,72,88,20.67,overcast clouds
370,Banjar,ID,-8.19,114.9675,80.46,85,100,1.41,overcast clouds
371,Sheopur,IN,25.6667,76.7,63.55,82,0,0.31,clear sky
372,Rio Grande,BR,-32.035,-52.0986,80.71,55,100,17.85,overcast clouds
373,Sorong,ID,-0.8833,131.25,79.54,83,100,2.42,overcast clouds
374,Goundam,ML,16.4145,-3.6708,81.66,8,51,15.01,broken clouds
375,Ambon,ID,-3.6954,128.1814,81.01,79,97,5.1,overcast clouds
376,Namuac,PH,18.6109,121.1657,73.29,88,78,10.04,broken clouds
377,Dumas,US,35.8656,-101.9732,45.66,42,0,14.97,clear sky
378,Sitka,US,57.0531,-135.33,24.69,50,100,10.36,overcast clouds
379,Mezen,RU,65.8522,44.24,11.41,87,80,9.46,broken clouds
380,Raul Soares,BR,-20.1022,-42.4519,71.82,97,100,0.72,light rain
381,Ilulissat,GL,69.2167,-51.1,15.82,73,75,17.27,broken clouds
382,Parana,AR,-31.732,-60.5238,87.57,41,1,7.67,clear sky
383,Luena,AO,-11.7833,19.9167,72.3,85,100,2.66,moderate rain
384,Morehead,US,37.2711,-87.1764,24.12,81,100,1.99,overcast clouds
385,Sri Aman,MY,1.2376,111.4621,78.85,94,100,0.0,overcast clouds
386,Urumqi,CN,43.801,87.6005,14.95,86,12,2.24,mist
387,Vondrozo,MG,-22.8167,47.2833,71.04,92,51,6.24,light rain
388,Colesberg,ZA,-30.72,25.0972,80.33,36,68,16.51,broken clouds
389,Clovis,US,36.8252,-119.7029,48.87,95,100,5.75,mist
390,Port Hardy,CA,50.6996,-127.4199,35.6,86,100,16.11,overcast clouds
391,Vrangel,RU,42.7297,133.0839,20.98,61,98,12.75,overcast clouds
392,Mehamn,NO,71.0357,27.8492,23.4,86,100,20.33,light snow
393,Fort Nelson,CA,58.8053,-122.7002,-27.81,68,0,0.0,clear sky
394,Roald,NO,62.5833,6.1333,36.09,60,0,16.11,clear sky
395,Talnakh,RU,69.4865,88.3972,7.21,93,100,19.66,light snow
396,Kyritz,DE,52.9421,12.397,39.94,91,65,8.99,broken clouds
397,Sidrolandia,BR,-20.9319,-54.9614,79.59,46,11,6.33,few clouds
398,Santo Antonio Do Ica,BR,-3.1022,-67.9397,77.34,89,100,1.59,overcast clouds
399,Caraquet,CA,47.7941,-64.9386,18.34,72,7,15.86,clear sky
400,Arang,IN,21.2,81.9667,73.72,47,3,4.79,clear sky
401,Allen,US,41.0706,-85.0144,20.17,80,20,4.0,few clouds
402,Wajima,JP,37.4,136.9,48.07,75,96,29.1,overcast clouds
403,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,59,60,3.33,broken clouds
404,Charters Towers,AU,-20.1,146.2667,78.98,79,16,12.77,few clouds
405,Lerwick,GB,60.1545,-1.1494,41.0,97,100,33.06,overcast clouds
406,Bubaque,GW,11.2833,-15.8333,80.47,55,37,6.24,scattered clouds
407,Menomonie,US,44.8755,-91.9193,18.28,73,100,6.91,overcast clouds
408,Salisbury,GB,51.0693,-1.7957,52.09,85,75,17.27,moderate rain
409,Mecca,SA,21.4267,39.8261,80.64,52,30,9.46,scattered clouds
410,Manacapuru,BR,-3.2997,-60.6206,81.18,97,100,5.08,overcast clouds
411,The Valley,AI,18.217,-63.0578,84.06,69,40,17.27,scattered clouds
412,Puerto Boyaca,CO,5.9758,-74.5885,82.53,67,95,0.94,overcast clouds
413,Shache,CN,38.4167,77.2406,28.65,34,90,3.53,overcast clouds
414,Raga,SS,8.4596,25.678,96.58,16,58,5.3,broken clouds
415,Truth Or Consequences,US,33.1284,-107.2528,44.91,49,0,3.44,clear sky
416,Kavaratti,IN,10.5669,72.642,80.17,69,2,8.19,clear sky
417,Balkhash,KZ,46.844,74.9804,24.94,92,99,3.22,overcast clouds
418,Magadan,RU,59.5667,150.8,9.54,78,100,7.96,overcast clouds
419,Kholodnyy,RU,62.7167,147.95,-24.61,100,88,1.3,overcast clouds
420,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.52,96,100,0.65,overcast clouds
421,Kahului,US,20.8947,-156.47,70.84,86,0,8.05,clear sky
422,Yantal,RU,56.8471,105.2542,-23.4,100,78,3.06,broken clouds
423,Bud,US,39.447,-86.1758,20.3,78,17,13.51,few clouds
424,Zambezi,ZM,-13.5432,23.1047,75.2,75,100,2.98,overcast clouds
425,Deputatskiy,RU,69.3,139.9,-14.13,99,100,3.65,overcast clouds
426,Ereymentau,KZ,51.6199,73.1033,27.21,83,100,25.32,overcast clouds
427,Port Blair,IN,11.6667,92.75,79.61,77,10,10.31,clear sky
428,Mersing,MY,2.4312,103.8405,80.51,83,78,10.36,broken clouds
429,Morwell,AU,-38.2333,146.4,60.91,99,21,1.52,few clouds
430,Ruwi,OM,23.5996,58.5507,71.29,45,0,3.06,clear sky
431,Poya,NC,-21.35,165.15,76.44,84,61,6.06,broken clouds
432,Elkhart,US,41.5823,-85.8344,17.85,75,0,14.97,clear sky
433,Pangoa,PE,-12.1167,-73.0,82.56,61,25,2.73,scattered clouds
434,Sofiyivka,UA,48.0493,33.8746,28.56,47,99,9.46,overcast clouds
435,Seddon,AU,-37.8068,144.8916,63.27,82,100,9.22,light intensity drizzle
436,Vostok,RU,46.4856,135.8833,-18.0,100,100,3.27,overcast clouds
437,Pachino,IT,36.7186,15.0907,53.64,72,100,13.91,moderate rain
438,Darnah,LY,32.767,22.6367,59.86,56,43,17.27,scattered clouds
439,Marsa Matruh,EG,31.3525,27.2453,66.4,42,75,14.97,broken clouds
440,Broken Hill,AU,-31.95,141.4333,67.71,52,0,3.44,clear sky
441,Beringovskiy,RU,63.05,179.3167,-1.88,98,97,11.25,overcast clouds
442,Nelson Bay,AU,-32.7167,152.15,73.96,93,93,1.01,overcast clouds
443,Honiara,SB,-9.4333,159.95,77.23,86,99,4.41,overcast clouds
444,Shirokiy,RU,49.758,129.523,-25.55,100,85,0.72,overcast clouds
445,Pietarsaari,FI,63.65,22.6833,13.89,97,99,5.93,overcast clouds
446,Kokstad,ZA,-30.5472,29.4241,61.86,97,91,4.05,heavy intensity rain
447,Lagoa,PT,39.05,-27.9833,58.23,66,38,8.93,scattered clouds
448,Voh,NC,-20.9667,164.7,77.79,78,98,4.03,overcast clouds
449,Keuruu,FI,62.2667,24.7,14.18,99,90,3.71,overcast clouds
450,Vila,PT,42.0304,-8.1588,44.33,79,100,5.82,overcast clouds
451,Carlyle,US,38.6103,-89.3726,25.14,72,67,10.0,broken clouds
452,Mitchell,US,43.7094,-98.0298,23.11,74,0,8.99,clear sky
453,Oksfjord,NO,70.2396,22.3479,27.52,92,100,8.25,light snow
454,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.53,57,93,13.04,overcast clouds
455,Tura,IN,25.5198,90.2201,61.57,54,0,2.89,clear sky
456,Gilgit,PK,35.9221,74.3087,40.93,96,100,2.59,overcast clouds
457,Katangli,RU,51.7102,143.2326,4.26,96,100,7.67,light snow
458,Cayenne,GF,4.9333,-52.3333,82.09,75,0,4.0,clear sky
459,Jieshi,CN,22.8134,115.8257,63.95,79,0,14.41,clear sky
460,Orlik,RU,52.5178,99.825,-16.01,98,78,2.46,broken clouds
461,Sayville,US,40.7359,-73.0821,25.23,49,0,13.0,clear sky
462,Jambi,ID,-1.6,103.6167,75.31,96,40,2.95,scattered clouds
463,Kamloops,CA,50.6665,-120.3192,6.57,88,40,1.01,scattered clouds
464,Mbanza-Ngungu,CD,-5.25,14.8667,77.0,83,100,2.39,moderate rain
465,Nemuro,JP,43.3236,145.575,33.73,78,60,13.0,broken clouds
466,Kologriv,RU,58.8275,44.3178,-3.77,100,91,5.26,overcast clouds
467,Dwarka,IN,22.2394,68.9678,68.76,54,0,6.42,clear sky
468,Barabai,ID,-2.5833,115.3833,74.73,84,98,1.61,overcast clouds
469,Lodwar,KE,3.1191,35.5973,94.42,24,50,16.62,scattered clouds
470,Mackay,AU,-21.15,149.2,82.38,83,4,5.75,clear sky
471,Vanavara,RU,60.34,102.2797,-25.58,99,75,3.06,broken clouds
472,Meulaboh,ID,4.1363,96.1285,79.38,81,100,4.16,moderate rain
473,Sinnamary,GF,5.3833,-52.95,78.48,76,100,10.09,overcast clouds
474,Cibitoke,BI,-2.8833,29.25,71.92,75,100,4.5,light rain
475,Kurilsk,RU,45.2333,147.8833,26.51,69,91,7.65,overcast clouds
476,Alot,IN,23.7667,75.55,62.69,77,47,7.52,scattered clouds
477,Ballina,AU,-28.8667,153.5667,75.16,88,100,9.22,overcast clouds
478,Coahuayana,MX,18.7333,-103.6833,74.68,70,68,2.08,broken clouds
479,Bensonville,LR,6.4461,-10.6125,89.15,56,53,8.57,broken clouds
480,Teya,RU,60.3778,92.6267,1.47,93,100,5.64,overcast clouds
481,Sabzevar,IR,36.2126,57.6819,43.88,49,0,0.0,clear sky
482,Vangaindrano,MG,-23.35,47.6,77.72,83,20,9.69,light rain
483,Saint-Medard-En-Jalles,FR,44.8969,-0.7214,53.82,83,75,19.57,broken clouds
484,Anloga,GH,5.7947,0.8973,89.82,66,49,13.44,scattered clouds
485,Tuatapere,NZ,-46.1333,167.6833,56.82,84,100,6.15,overcast clouds
486,Codrington,AU,-38.2667,141.9667,58.35,70,100,7.76,overcast clouds
487,Margate,GB,51.3813,1.3862,50.88,90,100,4.0,moderate rain
488,Esperance,AU,-33.8667,121.9,73.24,68,82,7.63,broken clouds
489,Ko Samui,TH,9.5357,99.9357,81.27,73,18,7.07,few clouds
490,Ngunguru,NZ,-35.6167,174.5,65.16,87,23,4.9,few clouds
491,Namatanai,PG,-3.6667,152.4333,79.39,80,100,6.62,overcast clouds
492,Sharan,RU,54.8167,54.0,10.18,89,100,16.6,overcast clouds
493,Bhadrapur,NP,26.544,88.0944,67.21,56,4,3.76,clear sky
494,Vallenar,CL,-28.5708,-70.7581,78.04,39,2,7.85,clear sky
495,San Cristobal,VE,7.7669,-72.225,68.18,40,61,3.06,broken clouds
496,Obo,CF,5.3998,26.4869,95.2,21,85,8.08,overcast clouds
497,Tomatlan,MX,19.9333,-105.25,66.49,69,83,1.86,broken clouds
498,Atherton,GB,53.5237,-2.4935,47.28,89,100,10.0,overcast clouds
499,Wasilla,US,61.5814,-149.4394,8.58,50,0,20.71,clear sky
500,Dyersburg,US,36.0345,-89.3856,35.15,86,100,8.05,overcast clouds
501,Sibolga,ID,1.7427,98.7792,77.0,92,100,4.12,overcast clouds
502,Tarrafal,CV,15.2833,-23.7667,77.79,70,7,18.75,clear sky
503,Samarai,PG,-10.6167,150.6667,78.55,84,100,7.11,overcast clouds
504,Saint-Louis,SN,16.3333,-15.0,89.1,9,70,12.28,broken clouds
505,Faya,SA,18.3851,42.4509,62.71,72,35,7.49,scattered clouds
506,Iberia,US,29.9502,-91.7507,59.05,82,100,16.11,overcast clouds
507,Tanabe,JP,33.7333,135.3667,44.15,84,66,4.05,broken clouds
508,Pangody,RU,65.85,74.4859,-9.24,98,100,0.49,overcast clouds
509,Topchikha,RU,52.8192,83.1185,30.78,88,96,11.56,overcast clouds
510,Oni,GE,42.5794,43.4425,37.54,90,29,5.99,scattered clouds
511,Caceres,ES,39.522,-6.3748,50.81,56,100,6.71,overcast clouds
512,Kigali,RW,-1.95,30.0588,76.48,57,40,15.01,scattered clouds
513,Antalaha,MG,-14.9003,50.2788,78.28,88,99,6.67,moderate rain
514,San Isidro,PE,-12.1167,-77.05,74.79,64,0,11.5,clear sky
515,Bollnas,SE,61.3482,16.3946,28.38,96,100,6.98,light snow
516,San Juan,AR,-31.5375,-68.5364,92.57,20,5,10.54,clear sky
517,Mandalgovi,MN,45.7625,106.2708,10.31,69,15,12.48,few clouds
518,Anchorage,US,61.2181,-149.9003,9.48,78,0,0.0,clear sky
519,Gornopravdinsk,RU,60.05,69.9,14.61,97,100,4.09,overcast clouds
520,Khabary,RU,53.6259,79.5345,30.76,92,100,17.63,overcast clouds
521,Havre-Saint-Pierre,CA,50.2334,-63.5986,12.2,51,0,19.57,clear sky
522,Pacific Grove,US,36.6177,-121.9166,50.43,92,100,1.99,overcast clouds
523,Boone,US,39.0334,-92.3335,30.45,84,92,1.01,overcast clouds
524,Kyra,RU,49.5776,111.9753,5.36,70,8,7.43,clear sky
525,Gardiner,US,44.2301,-69.7753,18.93,63,0,3.0,clear sky
526,Comendador,DO,18.8775,-71.7028,77.72,57,5,1.41,clear sky
527,Hailar,CN,49.2,119.7,-7.04,100,71,4.88,broken clouds
528,Okha,RU,53.5739,142.9478,3.11,93,100,19.71,overcast clouds
529,Hami,CN,42.8,93.45,26.51,38,100,1.25,overcast clouds
530,Williston,US,48.147,-103.618,2.14,71,33,11.01,scattered clouds
531,Kudahuvadhoo,MV,2.6708,72.8944,82.15,70,4,11.83,clear sky
532,Yar-Sale,RU,66.8333,70.8333,-4.36,98,100,5.84,overcast clouds
533,Xinpu,CN,34.5997,119.1594,40.73,70,100,2.28,overcast clouds
534,Sembe,CG,1.6481,14.5806,99.61,20,69,3.33,broken clouds
535,Ponta Do Sol,PT,32.6667,-17.1,65.03,72,34,8.86,scattered clouds
536,Bundaberg,AU,-24.85,152.35,77.29,94,100,5.75,overcast clouds
537,Naustdal,NO,61.509,5.7168,37.26,86,75,6.91,broken clouds
538,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,81,100,34.52,overcast clouds
539,Orsk,RU,51.2049,58.5668,22.1,79,40,22.37,scattered clouds
540,Srandakan,ID,-7.9386,110.2506,80.15,80,100,1.99,overcast clouds
541,Verkhnyaya Inta,RU,65.9811,60.3094,1.67,95,99,13.87,overcast clouds
542,Along,IN,28.1667,94.7667,55.4,70,5,1.99,clear sky
543,Macomer,IT,40.262,8.7699,49.03,83,85,15.95,overcast clouds
544,Birao,CF,10.2849,22.7882,98.83,12,45,4.0,scattered clouds
545,Ganganagar,IN,29.9167,73.8833,55.53,67,3,6.24,clear sky
546,Angouleme,FR,45.65,0.15,50.32,83,75,19.57,light rain
547,Kloulklubed,PW,7.0419,134.2556,77.5,76,99,6.4,overcast clouds
548,Lensk,RU,60.7253,114.9278,-27.74,99,18,3.91,few clouds
549,Albion,US,42.2431,-84.753,17.38,71,0,13.8,clear sky
550,Senanga,ZM,-16.1167,23.2667,77.4,75,100,4.54,light rain
551,Voskresensk,RU,55.3125,38.6636,23.58,97,67,5.79,broken clouds
552,Pangnirtung,CA,66.1451,-65.7125,-9.4,70,75,0.0,light snow
553,Hambantota,LK,6.1241,81.1185,78.3,80,100,15.08,overcast clouds
554,Whitehorse,CA,60.7161,-135.0538,-30.91,66,0,0.0,fog
555,Pare,ID,-7.7679,112.198,75.58,89,100,0.45,light rain
556,Loandjili,CG,-4.7561,11.8578,84.31,79,20,12.66,few clouds
557,Qaqortoq,GL,60.7167,-46.0333,12.7,87,5,5.1,clear sky
558,Cherkasskoye,RU,52.4333,47.2167,2.39,98,7,4.59,clear sky
559,Mitsamiouli,KM,-11.3847,43.2844,88.09,66,75,9.22,light rain
560,San Felipe,VE,10.3399,-68.7425,80.42,61,61,8.37,broken clouds
561,Touros,BR,-5.1989,-35.4608,86.9,63,89,14.5,overcast clouds
562,Tulum,MX,20.2167,-87.4667,76.93,59,76,8.93,broken clouds
563,Yelyzavethradka,UA,48.8038,32.4046,28.76,46,100,10.04,overcast clouds
564,Nanakuli,US,21.3906,-158.1547,67.03,85,0,5.75,clear sky
565,Zhezkazgan,KZ,47.8043,67.7144,26.58,93,100,8.95,fog
566,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,72,20,6.55,few clouds
567,Walvis Bay,NA,-22.9575,14.5053,69.1,71,100,16.67,overcast clouds
568,Sarangani,PH,5.4033,125.4636,81.41,76,92,4.09,overcast clouds
569,Aswan,EG,24.0934,32.907,72.7,30,100,10.36,overcast clouds
570,Dingle,PH,10.9995,122.6711,73.8,91,7,6.33,clear sky
571,Talcahuano,CL,-36.7167,-73.1167,58.68,88,100,17.27,overcast clouds
572,San Estanislao,CO,10.3983,-75.1511,82.49,60,100,7.74,overcast clouds
573,Barber,CW,12.2833,-69.0667,84.18,65,40,14.97,scattered clouds
574,Kells,IE,53.7264,-6.8792,44.17,76,43,16.96,scattered clouds
575,Sisimiut,GL,66.9395,-53.6735,16.2,73,100,22.86,overcast clouds
576,Strezhevoy,RU,60.7333,77.5889,31.98,85,100,17.49,overcast clouds
577,Clyde River,CA,70.4692,-68.5914,-18.17,69,100,3.44,overcast clouds
578,Tres Arroyos,AR,-38.3739,-60.2798,91.08,16,0,12.55,clear sky
579,Grand Gaube,MU,-20.0064,57.6608,80.38,80,100,3.0,overcast clouds
580,Vokhtoga,RU,58.8147,41.0461,-1.17,98,42,4.88,scattered clouds
581,Nishihara,JP,26.1842,127.7558,65.48,72,20,9.22,few clouds
582,Grindavik,IS,63.8424,-22.4338,41.47,65,75,27.63,broken clouds
583,Bilma,NE,18.6853,12.9164,74.26,13,0,15.35,clear sky
584,Fairbanks,US,64.8378,-147.7164,-36.44,60,0,0.0,haze
585,Mokhsogollokh,RU,61.4681,128.9203,-33.79,99,93,3.22,overcast clouds
586,Sangar,RU,63.9242,127.4739,-46.89,99,54,2.1,broken clouds
587,Richards Bay,ZA,-28.783,32.0377,79.36,70,63,11.07,broken clouds
588,Imeni Stepana Razina,RU,54.8932,44.2963,5.86,99,62,6.29,broken clouds
589,Vagur,FO,61.4732,-6.8119,43.41,76,69,10.69,broken clouds
590,Calbuco,CL,-41.768,-73.1273,69.01,88,3,8.1,clear sky
591,Ayolas,PY,-27.4,-56.9,95.2,36,6,2.98,clear sky
592,Mikuni,JP,36.2171,136.1519,44.51,69,32,13.51,scattered clouds
593,Akonolinga,CM,3.7667,12.25,95.45,19,21,2.21,few clouds
594,Koumac,NC,-20.5667,164.2833,78.35,80,96,4.25,overcast clouds
595,Maceio,BR,-9.6658,-35.7353,89.04,58,40,16.11,scattered clouds
596,Ciudad Bolivar,VE,8.1222,-63.5497,85.62,45,78,12.84,broken clouds
597,Tahoua,NE,14.8888,5.2692,85.98,10,0,10.36,clear sky
598,Chumikan,RU,54.7183,135.315,-9.09,85,99,13.82,overcast clouds
599,Bruchsal,DE,49.1281,8.5836,41.29,74,100,8.52,overcast clouds
600,Pangkalanbuun,ID,-2.6833,111.6167,76.78,90,74,2.33,broken clouds
601,Bandarbeyla,SO,9.4942,50.8122,76.26,66,23,18.54,few clouds
602,Marystown,CA,47.1666,-55.1483,37.85,100,100,5.99,overcast clouds
603,Acarau,BR,-2.8856,-40.12,87.87,56,89,17.13,overcast clouds
604,Dunedin,NZ,-45.8742,170.5036,59.38,88,100,4.12,overcast clouds
605,Porto Torres,IT,40.835,8.3972,55.58,73,77,26.46,broken clouds
606,Komsomolskiy,UZ,40.4272,71.7189,39.92,75,100,2.3,mist
607,Jiangkou,CN,25.4872,119.1986,53.49,78,23,11.54,few clouds
608,Morondava,MG,-20.2833,44.2833,85.5,67,5,13.4,clear sky
609,Hit,IQ,33.6416,42.8251,58.55,54,0,8.75,clear sky
610,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,88,40,10.36,scattered clouds
611,Jiayuguan,CN,39.8167,98.3,24.28,41,82,1.54,broken clouds
612,Carballo,ES,43.213,-8.691,55.0,83,75,11.59,broken clouds
613,Porto Novo,BJ,6.4965,2.6036,89.42,54,85,10.18,overcast clouds
614,Lokachi,UA,50.737,24.6494,29.75,61,96,6.62,overcast clouds
615,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,69.19,96,100,2.84,overcast clouds
616,Corpus Christi,US,27.8006,-97.3964,58.01,99,100,1.01,fog
617,Guadalupe Victoria,MX,32.2869,-115.105,50.52,63,100,4.97,overcast clouds
618,Porangatu,BR,-13.4408,-49.1486,73.15,96,100,7.99,moderate rain
619,Marathon,US,44.9,-89.7668,15.33,70,100,1.01,overcast clouds
620,Lingao,CN,19.9103,109.6859,66.97,86,93,11.36,overcast clouds
621,Nisia Floresta,BR,-6.0911,-35.2086,88.18,51,71,13.85,broken clouds
622,Barrhead,GB,55.7992,-4.3929,44.65,85,75,1.99,broken clouds
623,Yandyki,RU,45.7691,47.1258,33.46,49,6,7.27,clear sky
624,Baillif,GP,16.0202,-61.7463,81.9,65,3,11.92,clear sky
625,Hoogeveen,NL,52.6833,6.5833,38.95,91,100,19.26,light rain
626,Bah,IN,26.87,78.5975,61.32,94,67,9.26,broken clouds
627,Palana,RU,59.1167,159.9667,19.38,76,100,11.54,overcast clouds
628,Chicama,PE,-7.8447,-79.1469,66.74,69,80,6.17,broken clouds
629,Axim,GH,4.8699,-2.2405,84.09,67,98,9.42,overcast clouds
630,Henties Bay,NA,-22.116,14.2845,68.86,77,96,11.83,overcast clouds
631,Chadan,RU,51.2833,91.5833,-4.74,99,94,2.59,overcast clouds
632,Vulcan,RO,45.3833,23.2667,31.48,94,100,4.45,light snow
633,Zhanaozen,KZ,43.3,52.8,36.32,79,92,16.89,overcast clouds
634,Gualeguaychu,AR,-33.0094,-58.5172,87.48,24,13,11.77,few clouds
635,Talgar,KZ,43.3027,77.2395,28.56,100,100,4.47,mist
636,Gusau,NG,12.1628,6.6614,90.54,14,23,5.32,few clouds
637,Oussouye,SN,12.485,-16.5469,93.38,16,11,3.62,few clouds
638,Middletown,US,39.5151,-84.3983,20.7,76,0,8.05,clear sky
639,Fukue,JP,32.6881,128.8419,50.32,58,100,9.78,overcast clouds
640,Lipin Bor,RU,60.2622,37.9763,-3.46,100,83,4.09,broken clouds
641,Yamada,JP,39.4667,141.95,31.55,83,11,7.94,few clouds
642,Kerema,PG,-7.9631,145.7785,76.59,83,100,4.63,light rain
643,Alto Araguaia,BR,-17.3147,-53.2153,83.39,62,14,1.86,few clouds
644,Thessalon,CA,46.2501,-83.5666,21.49,83,100,19.84,overcast clouds
645,Jacksonville Beach,US,30.2947,-81.3931,69.06,76,0,1.99,clear sky
646,Yarada,IN,17.65,83.2667,75.52,83,20,3.44,mist
647,Lahaina,US,20.8783,-156.6825,70.81,83,0,8.05,clear sky
648,Gallup,US,35.5281,-108.7426,39.96,64,0,1.01,clear sky
649,Dromolaxia,CY,34.8761,33.586,65.86,78,20,5.75,few clouds
650,Itarema,BR,-2.9248,-39.9167,88.05,55,76,15.86,broken clouds
651,Hualmay,PE,-11.0964,-77.6139,73.29,77,20,6.62,few clouds
652,Burnie,AU,-41.0667,145.9167,59.52,93,100,13.2,light rain
653,Profitis Ilias,GR,35.2056,25.0999,62.33,67,40,8.01,scattered clouds
654,Karaton,ID,-6.3424,106.1045,78.96,85,91,4.03,overcast clouds
655,Amahai,ID,-3.3333,128.9167,78.84,83,100,2.39,moderate rain
656,Kukushtan,RU,57.6464,56.4952,13.62,90,100,10.54,overcast clouds
657,Qui Nhon,VN,13.7667,109.2333,71.89,91,15,9.24,few clouds
658,Havre,FR,49.5833,0.3333,48.34,93,75,18.41,light rain
659,Carbonia,IT,39.1672,8.5222,48.85,84,95,24.52,light rain
660,Puerto Escondido,MX,15.85,-97.0667,79.54,63,2,3.33,clear sky
661,Nampula,MZ,-15.1165,39.2666,76.95,83,75,10.36,thunderstorm
662,Calama,CL,-22.4667,-68.9333,68.49,24,20,5.75,few clouds
663,Port-Cartier,CA,50.0334,-66.8654,6.75,71,0,9.28,clear sky
664,Chadiza,ZM,-14.0678,32.4392,69.12,89,100,5.44,overcast clouds
665,Yima,CN,34.7381,111.8839,38.1,70,70,5.39,broken clouds
666,Saint-Joseph,RE,-21.3667,55.6167,80.96,83,28,8.01,light rain
667,Mabaruma,GY,8.2,-59.7833,82.81,59,13,7.36,few clouds
668,Dengzhou,CN,37.8086,120.7508,34.63,61,100,11.86,overcast clouds
669,Prince Rupert,CA,54.3161,-130.3201,31.69,86,100,13.8,light snow
670,Baherden,TM,38.4362,57.4316,48.24,39,17,1.54,few clouds
671,Acapulco,MX,16.8634,-99.8901,75.02,83,75,4.61,broken clouds
672,Malappuram,IN,11.0667,76.0667,80.76,74,20,2.3,haze
673,Sangin,AF,32.0728,64.8359,46.36,61,6,3.65,clear sky
674,Mazagao,BR,-0.115,-51.2894,82.45,95,100,2.68,overcast clouds
